order_id,order_date,customer_id,customer_segment,region,category,product,quantity,unit_price,discount,total_sales,cost,profit
ORD005519,2025-06-14,CUST00142,New,West,Home & Kitchen,Air Fryer,1,43.58,0.0,43.58,19.71,23.87
ORD005971,2025-01-25,CUST01600,,WEST,Electronics,Laptop Stand,2,165.21,0.0,330.42,177.75,152.67
ORD005802,2024-01-08,CUST01696,New,SOUTH,Sports & Outdoors,Yoga Mat,1,165.4,0.0,165.4,94.98,70.42
ORD004358,2024-03-15,CUST01345,New,North,Electronics,Laptop Stand,1,150.78,0.0,150.78,81.52,69.26
ORD000994,2024-10-09,CUST00483,VIP,CENTRAL,Sports & Outdoors,Yoga Mat,2,146.71,0.0,293.42,171.7,121.72
ORD003111,2024-08-14,CUST01033,Returning,West,Beauty,Perfume,4,78.42,0.1,282.31,152.82,129.49
ORD000974,2024-06-17,CUST01085,Returning,SOUTH,Electronics,Power Bank,2,41.39,0.0,82.78,39.78,43.0
ORD005612,2024-01-07,CUST01113,New,SOUTH,Electronics,Smartwatch,1,177.78,0.0,177.78,104.66,73.12
ORD002344,2024-01-03,CUST00601,New,East,Sports & Outdoors,Yoga Mat,1,166.32,0.0,166.32,103.31,63.01
ORD003676,2024-05-25,CUST01497,Returning,CENTRAL,Apparel,T-Shirt Pack,1,54.69,0.0,54.69,29.01,25.68
ORD001113,2024-03-04,CUST01783,Returning,south,Sports & Outdoors,Bike Helmet,1,90.06,0.15,76.55,40.58,35.97
ORD003108,2025-09-10,CUST01070,Returning,north,Home & Kitchen,Coffee Maker,1,23.85,0.05,22.66,11.46,11.2
ORD000754,2024-12-27,CUST00501,Returning,NORTH,Apparel,Denim Jacket,2,259.37,0.0,518.74,322.74,196.0
ORD003943,2024-07-12,CUST01288,New,central,Home & Kitchen,Vacuum Cleaner,1,195.15,0.0,195.15,113.22,81.93
ORD001777,2024-08-04,CUST00826,VIP,south,Sports & Outdoors,Yoga Mat,1,159.0,0.0,159.0,88.34,70.66
ORD001245,2024-06-13,CUST00368,Returning,EAST,Beauty,Face Serum,4,49.38,0.0,197.52,100.41,97.11
ORD002122,2024-07-21,CUST00503,New,North ,Electronics,Wireless Earbuds,2,92.65,0.1,166.77,98.24,68.53
ORD002034,2025-03-25,CUST00985,New,NORTH,Sports & Outdoors,Camping Tent,1,40.31,0.0,40.31,22.42,17.89
ORD001323,2025-03-06,CUST01566,VIP,East,Home & Kitchen,Cookware Set,1,157.91,0.0,157.91,88.76,69.15
ORD003213,2024-09-09,CUST00407,VIP,east,Electronics,Wireless Earbuds,2,103.59,0.05,196.82,133.21,63.61
ORD005517,2024-11-05,CUST01689,New,East,Electronics,Smartwatch,1,166.8,0.0,166.8,101.63,65.17
ORD002848,2024-03-28,CUST01533,New,south,Beauty,Makeup Kit,1,126.55,0.0,126.55,70.16,56.39
ORD000993,2025-04-30,CUST01017,New,North,Electronics,Smartwatch,1,167.18,0.0,167.18,92.42,74.76
ORD001268,2024-03-09,CUST00894,VIP,central,Apparel,Winter Coat,1,229.96,0.0,229.96,127.23,102.73
ORD002410,2024-01-22,CUST01153,New,north,Sports & Outdoors,Camping Tent,2,40.1,0.15,68.17,40.6,27.57
ORD000860,2024-11-04,CUST00024,VIP,West,Electronics,Power Bank,2,48.19,0.0,96.38,53.28,43.1
ORD000228,2024-10-30,CUST01348,VIP,North,Electronics,Power Bank,1,49.93,0.0,49.93,29.4,20.53
ORD005809,2024-04-25,CUST00935,Returning,south,Beauty,Face Serum,4,48.08,0.0,192.32,124.55,67.77
ORD000096,2024-05-24,CUST01316,Returning,East,Sports & Outdoors,Yoga Mat,1,166.59,0.0,166.59,105.47,61.12
ORD005533,2024-05-27,CUST01784,New,central,Home & Kitchen,Vacuum Cleaner,1,186.98,0.1,168.28,88.43,79.85
ORD005129,2024-01-13,CUST01133,New,north,Home & Kitchen,Air Fryer,3,42.72,0.0,128.16,82.59,45.57
ORD004444,2024-07-23,CUST01191,New,SOUTH,Beauty,Face Serum,1,55.6,0.0,55.6,28.36,27.24
ORD001984,2025-03-24,CUST00248,VIP,North,Apparel,Winter Coat,1,190.14,0.2,152.11,110.09,42.02
ORD004531,2024-02-02,CUST00194,Returning,WEST,Home & Kitchen,Air Fryer,1,42.28,0.0,42.28,22.07,20.21
ORD005657,2024-05-10,CUST00230,Returning,CENTRAL,Apparel,Winter Coat,1,217.56,0.0,217.56,124.81,92.75
ORD003989,2024-04-11,CUST00465,VIP,east,Home & Kitchen,Blender,1,227.71,0.0,227.71,117.19,110.52
ORD001362,2024-03-21,CUST00293,Returning,central,Electronics,Wireless Earbuds,1,107.71,0.1,96.94,64.73,32.21
ORD005222,2024-12-15,CUST00538,New,East,Home & Kitchen,Coffee Maker,1,21.92,0.2,17.54,12.75,4.79
ORD002530,2025-09-29,CUST01653,New,WEST,Apparel,Yoga Pants,1,52.15,0.0,52.15,25.86,26.29
ORD003110,2024-05-31,CUST01031,Returning,North,Beauty,Hair Dryer,2,88.04,0.0,176.08,107.51,68.57
ORD004855,2024-04-18,CUST00159,New,east,Electronics,Wireless Earbuds,1,101.18,0.15,86.0,53.52,32.48
ORD002526,2024-09-15,CUST00498,New,west,Beauty,Perfume,1,82.66,0.0,82.66,51.96,30.7
ORD003793,2025-03-07,CUST01399,VIP,SOUTH,Electronics,Bluetooth Speaker,1,241.36,0.0,241.36,150.23,91.13
ORD002340,2024-03-08,CUST01264,VIP,west,Home & Kitchen,Blender,1,201.14,0.05,191.08,111.44,79.64
ORD004813,2025-08-22,CUST00393,New,NORTH,Beauty,Hair Dryer,2,83.23,0.15,141.49,91.9,49.59
ORD005482,2024-07-22,CUST00093,Returning,WEST,Beauty,Perfume,1,80.01,0.0,80.01,43.22,36.79
ORD001586,2025-07-29,CUST00714,Returning,CENTRAL,Apparel,Winter Coat,1,199.97,0.15,169.97,109.59,60.38
ORD005613,2024-12-14,CUST00047,New,south,Electronics,Smartwatch,2,180.06,0.0,360.12,176.47,183.65
ORD000030,2024-01-28,CUST01013,New,North ,Electronics,Power Bank,2,45.23,0.0,90.46,42.41,48.05
ORD003559,2025-10-20,CUST01677,Returning,east,Sports & Outdoors,Yoga Mat,2,167.64,0.0,335.28,175.24,160.04
ORD002988,2024-01-15,CUST00297,,east,Home & Kitchen,Cookware Set,1,165.83,0.1,149.25,104.25,45.0
ORD002798,2024-05-21,CUST01088,Returning,east,Sports & Outdoors,Bike Helmet,1,105.2,0.0,105.2,60.47,44.73
ORD001980,2025-03-30,CUST01106,VIP,EAST,Electronics,Laptop Stand,2,147.22,0.0,294.44,146.77,147.67
ORD002232,2024-11-08,CUST00342,Returning,south,Sports & Outdoors,Yoga Mat,1,171.22,0.0,171.22,91.73,79.49
ORD001497,2024-03-10,CUST01773,Returning,North,Electronics,Bluetooth Speaker,2,226.06,0.1,406.91,286.69,120.22
ORD001975,2025-02-14,CUST00982,Returning,North ,Sports & Outdoors,Bike Helmet,1,90.64,0.0,90.64,55.34,35.3
ORD001332,2024-05-29,CUST00021,Returning,WEST,Electronics,Bluetooth Speaker,1,243.47,0.0,243.47,141.4,102.07
ORD003677,2025-01-23,CUST01761,Returning,central,Sports & Outdoors,Water Bottle,1,128.95,0.0,128.95,61.95,67.0
ORD003385,2024-07-07,CUST01169,New,North,Beauty,Shampoo Set,1,117.42,0.0,117.42,55.45,61.97
ORD005440,2024-08-02,CUST00502,New,NORTH,Electronics,Wireless Earbuds,2,97.07,0.1,174.73,124.19,50.54
ORD003835,2025-03-05,CUST01318,New,EAST,Beauty,Perfume,1,86.16,0.0,86.16,41.22,44.94
ORD004146,2024-03-16,CUST00303,New,CENTRAL,Electronics,Laptop Stand,1,152.93,0.0,152.93,98.84,54.09
ORD005380,2024-10-02,CUST00699,Returning,East,Apparel,Denim Jacket,1,238.37,0.1,214.53,152.72,61.81
ORD003825,2024-10-14,CUST00833,Returning,SOUTH,Beauty,Shampoo Set,2,120.18,0.05,228.34,132.21,96.13
ORD001023,2024-07-12,CUST01360,Returning,south,Electronics,Wireless Earbuds,1,98.58,0.0,98.58,56.43,42.15
ORD000796,2024-01-24,CUST01168,New,east,Home & Kitchen,Vacuum Cleaner,2,165.66,0.0,331.32,165.67,165.65
ORD004116,2024-03-05,CUST01659,New,East,Home & Kitchen,Air Fryer,1,45.67,0.0,45.67,26.76,18.91
ORD001747,2024-03-18,CUST00598,Returning,WEST,Electronics,Power Bank,1,45.47,,43.2,28.03,15.17
ORD003098,2024-10-11,CUST00527,Returning,west,Sports & Outdoors,Dumbbell Set,2,79.13,0.0,158.26,77.18,81.08
ORD001490,2024-03-14,CUST00449,New,West,Beauty,Shampoo Set,2,102.44,0.0,204.88,124.15,80.73
ORD003388,2024-02-24,CUST00082,New,WEST,Sports & Outdoors,Camping Tent,1,45.01,0.0,45.01,25.95,19.06
ORD003196,2024-05-21,CUST00066,New,central,Electronics,Power Bank,1,43.73,0.05,41.54,23.28,18.26
ORD005811,2024-04-11,CUST01517,,Central,Home & Kitchen,Coffee Maker,2,20.57,0.0,41.14,23.5,17.64
ORD001188,2024-04-06,CUST01500,Returning,South,Home & Kitchen,Coffee Maker,1,22.37,0.0,22.37,10.93,11.44
ORD003073,2024-01-14,CUST00347,New,West,Electronics,Laptop Stand,1,147.6,0.0,147.6,82.56,65.04
ORD001021,2024-03-28,CUST01330,New,WEST,Apparel,Denim Jacket,1,250.19,0.0,250.19,150.22,99.97
ORD003894,2024-08-10,CUST00460,New,North ,Home & Kitchen,Blender,4,231.58,0.0,926.32,456.57,469.75
ORD000021,2024-04-02,CUST01800,Returning,east,Sports & Outdoors,Water Bottle,2,118.43,0.0,236.86,129.92,106.94
ORD004516,2025-06-12,CUST01085,New,West,Sports & Outdoors,Bike Helmet,1,97.93,0.0,97.93,49.33,48.6
ORD004342,2025-02-28,CUST01029,New,West,Home & Kitchen,Cookware Set,1,158.91,0.0,158.91,101.25,57.66
ORD005668,2024-11-25,CUST01517,Returning,east,Home & Kitchen,Vacuum Cleaner,2,194.53,0.0,389.06,180.26,208.8
ORD002369,2025-06-02,CUST01779,Returning,SOUTH,Electronics,Smartwatch,1,176.0,0.0,176.0,82.49,93.51
ORD002777,2025-07-26,CUST00988,,CENTRAL,Sports & Outdoors,Camping Tent,1,43.68,0.0,43.68,21.43,22.25
ORD004541,2024-01-11,CUST01543,New,west,Electronics,Smartwatch,1,185.91,0.0,185.91,89.82,96.09
ORD000755,2024-01-02,CUST00388,Returning,south,Electronics,Power Bank,2,49.93,0.05,94.87,61.76,33.11
ORD002745,2024-10-02,CUST01200,VIP,central,Beauty,Shampoo Set,1,101.96,0.1,91.76,60.82,30.94
ORD005242,2025-10-08,CUST00849,Returning,east,Electronics,Power Bank,2,49.81,0.0,99.62,61.23,38.39
ORD000672,2024-09-15,CUST00779,New,south,Beauty,Shampoo Set,2,111.14,0.1,200.05,124.45,75.6
ORD000533,2024-04-30,CUST00365,New,WEST,Electronics,Laptop Stand,1,139.89,0.0,139.89,85.91,53.98
ORD003589,2024-11-20,CUST00461,Returning,east,Beauty,Hair Dryer,1,89.76,0.05,85.27,51.55,33.72
ORD005205,2025-05-06,CUST01732,Returning,East,Electronics,Bluetooth Speaker,1,238.0,0.0,238.0,109.4,128.6
ORD005540,2024-05-11,CUST00167,VIP,South,Apparel,Winter Coat,1,203.03,,182.73,121.55,61.18
ORD000689,2024-04-30,CUST01777,New,CENTRAL,Home & Kitchen,Air Fryer,4,42.89,0.0,171.56,80.59,90.97
ORD000329,2025-04-09,CUST00758,Returning,East,Electronics,Bluetooth Speaker,1,259.26,0.0,259.26,142.37,116.89
ORD003692,2025-02-23,CUST00636,Returning,NORTH,Apparel,T-Shirt Pack,1,63.36,0.05,60.19,31.19,29.0
ORD001080,2024-10-08,CUST00790,VIP,south,Sports & Outdoors,Yoga Mat,2,171.45,0.0,342.9,218.54,124.36
ORD005513,2024-03-08,CUST01757,New,SOUTH,Electronics,Bluetooth Speaker,2,248.4,0.0,496.8,248.59,248.21
ORD004941,2024-07-14,CUST01609,New,South,Electronics,Smartwatch,1,185.68,0.0,185.68,99.61,86.07
ORD002224,2024-01-29,CUST00742,Returning,West,Apparel,Running Shoes,1,12.97,0.0,12.97,5.94,7.03
ORD004089,2024-07-28,CUST01248,Returning,NORTH,Electronics,Bluetooth Speaker,1,225.63,0.0,225.63,105.02,120.61
ORD002589,2024-05-31,CUST01706,Returning,WEST,Sports & Outdoors,Dumbbell Set,1,74.82,0.0,74.82,46.18,28.64
ORD001300,2025-09-02,CUST00224,Returning,south,Home & Kitchen,Blender,1,222.45,0.15,189.08,108.81,80.27
ORD001358,2024-11-16,CUST00706,VIP,NORTH,Home & Kitchen,Air Fryer,3,44.25,0.0,132.75,77.22,55.53
ORD001092,2024-06-22,CUST01404,Returning,NORTH,Apparel,Yoga Pants,1,50.48,0.0,50.48,28.75,21.73
ORD005055,2024-04-23,CUST00555,Returning,central,Electronics,Smartwatch,1,185.53,0.0,185.53,86.68,98.85
ORD001865,2024-07-23,CUST00063,New,East,Apparel,T-Shirt Pack,1,59.17,0.0,59.17,32.49,26.68
ORD004195,2024-07-04,CUST00319,Returning,east,Home & Kitchen,Blender,1,222.47,0.0,222.47,139.71,82.76
ORD001102,2025-04-23,CUST00204,New,South,Apparel,Winter Coat,1,192.1,0.2,153.68,87.93,65.75
ORD004346,2024-03-11,CUST01354,Returning,east,Beauty,Shampoo Set,3,119.05,0.0,357.15,180.2,176.95
ORD003636,2024-04-23,CUST01130,Returning,CENTRAL,Home & Kitchen,Blender,1,231.83,0.0,231.83,115.83,116.0
ORD001489,2024-04-29,CUST00454,Returning,CENTRAL,Sports & Outdoors,Bike Helmet,1,90.91,0.15,77.27,56.51,20.76
ORD000269,2024-06-02,CUST01197,New,West,Beauty,Face Serum,1,56.89,0.0,56.89,33.99,22.9
ORD000670,2024-09-02,CUST00356,VIP,west,Electronics,Smartwatch,1,198.82,0.05,188.88,99.32,89.56
ORD001169,2024-10-07,CUST00684,New,North,Beauty,Makeup Kit,1,142.63,0.0,142.63,70.58,72.05
ORD005285,2024-10-28,CUST00732,New,south,Electronics,Bluetooth Speaker,1,231.82,0.0,231.82,122.64,109.18
ORD000773,2025-03-28,CUST00268,New,Central,Sports & Outdoors,Yoga Mat,1,156.49,0.0,156.49,98.27,58.22
ORD004507,2024-08-06,CUST00354,New,WEST,Home & Kitchen,Blender,1,217.29,0.0,217.29,123.55,93.74
ORD000641,2024-01-30,CUST00065,New,North,Apparel,Winter Coat,1,207.03,0.0,207.03,106.22,100.81
ORD002993,2024-02-22,CUST00264,Returning,west,Apparel,Denim Jacket,2,226.62,0.1,407.92,204.61,203.31
ORD005641,2025-02-28,CUST00058,Returning,WEST,Electronics,Power Bank,1,46.3,0.0,46.3,24.25,22.05
ORD004336,2024-03-17,CUST01785,New,north,Apparel,Running Shoes,2,12.34,0.0,24.68,13.11,11.57
ORD000205,2025-12-10,CUST01337,Returning,west,Home & Kitchen,Coffee Maker,3,20.49,,58.4,30.01,28.39
ORD004847,2024-10-16,CUST00123,New,East,Apparel,Yoga Pants,1,50.54,0.1,45.49,23.57,21.92
ORD000737,2024-05-10,CUST00859,Returning,CENTRAL,Beauty,Perfume,1,76.2,0.0,76.2,48.98,27.22
ORD002174,2025-09-09,CUST01363,Returning,north,Electronics,Power Bank,1,48.79,0.1,43.91,30.08,13.83
ORD000212,2024-03-13,CUST00164,New,West,Electronics,Laptop Stand,1,157.24,0.0,157.24,98.97,58.27
ORD004818,2025-01-28,CUST00147,VIP,North,Home & Kitchen,Coffee Maker,1,24.18,0.1,21.76,11.48,10.28
ORD004820,2024-08-21,CUST01705,New,North ,Electronics,Wireless Earbuds,1,91.78,0.0,91.78,46.8,44.98
ORD002668,2025-01-09,CUST00175,Returning,NORTH,Apparel,Winter Coat,1,222.77,0.0,222.77,138.02,84.75
ORD002648,2024-04-18,CUST00394,VIP,WEST,Home & Kitchen,Blender,1,198.11,0.05,188.2,104.61,83.59
ORD001401,2024-11-11,CUST01678,VIP,west,Electronics,Laptop Stand,1,163.6,0.0,163.6,74.82,88.78
ORD002674,2024-06-13,CUST00962,New,CENTRAL,Apparel,Denim Jacket,1,230.1,0.05,218.59,139.17,79.42
ORD003197,2024-10-07,CUST01718,New,south,Electronics,Wireless Earbuds,1,98.51,0.0,98.51,45.05,53.46
ORD001648,2024-05-27,CUST00738,New,north,Home & Kitchen,Vacuum Cleaner,1,195.06,0.05,185.31,125.4,59.91
ORD004349,2024-01-20,CUST00676,New,West,Home & Kitchen,Coffee Maker,1,23.56,0.0,23.56,14.42,9.14
ORD004415,2024-08-16,CUST00572,New,west,Beauty,Makeup Kit,1,135.69,0.05,128.91,68.34,60.57
ORD003261,2024-10-16,CUST00059,New,east,Beauty,Shampoo Set,2,108.97,0.0,217.94,124.86,93.08
ORD002228,2025-02-02,CUST01577,Returning,South,Home & Kitchen,Cookware Set,1,142.76,0.1,128.48,77.4,51.08
ORD001287,2025-12-20,CUST01423,New,South,Apparel,Running Shoes,2,14.11,0.0,28.22,15.45,12.77
ORD001625,2025-02-23,CUST00323,New,West,Beauty,Makeup Kit,1,122.28,0.2,97.82,60.46,37.36
ORD002797,2024-09-06,CUST01686,New,South,Apparel,T-Shirt Pack,1,54.97,0.1,49.47,29.26,20.21
ORD005277,2024-08-09,CUST01007,New,west,Sports & Outdoors,Yoga Mat,1,149.92,0.0,149.92,90.34,59.58
ORD003741,2024-02-02,CUST00230,New,EAST,Home & Kitchen,Vacuum Cleaner,2,183.51,0.2,293.62,175.04,118.58
ORD001022,2024-08-20,CUST00890,Returning,Central,Sports & Outdoors,Dumbbell Set,1,86.3,0.0,86.3,42.33,43.97
ORD002741,2024-02-26,CUST00586,VIP,Central,Apparel,T-Shirt Pack,1,57.0,0.05,54.15,34.38,19.77
ORD005830,2024-05-10,CUST00979,New,North ,Apparel,Yoga Pants,3,50.57,0.0,151.71,88.51,63.2
ORD000508,2025-03-21,CUST00364,New,west,Home & Kitchen,Coffee Maker,1,23.48,0.0,23.48,14.28,9.2
ORD002673,2024-12-10,CUST01733,VIP,WEST,Home & Kitchen,Vacuum Cleaner,1,167.1,0.1,150.39,89.59,60.8
ORD005026,2024-03-27,CUST00521,VIP,central,Electronics,Power Bank,1,43.96,0.0,43.96,22.22,21.74
ORD003017,2024-12-05,CUST01062,VIP,east,Electronics,Laptop Stand,1,140.61,0.0,140.61,85.66,54.95
ORD001917,2024-01-08,CUST00572,Returning,north,Electronics,Bluetooth Speaker,1,221.96,0.0,221.96,129.46,92.5
ORD000261,2024-06-27,CUST01508,Returning,south,Beauty,Face Serum,1,54.29,0.0,54.29,32.18,22.11
ORD002642,2024-01-20,CUST01204,Returning,West,Sports & Outdoors,Camping Tent,2,45.22,0.0,90.44,47.59,42.85
ORD005086,2024-01-27,CUST00284,Returning,central,Electronics,Smartwatch,1,171.54,0.0,171.54,95.05,76.49
ORD003207,2024-02-16,CUST00086,New,central,Apparel,T-Shirt Pack,1,63.62,0.05,60.44,35.54,24.9
ORD003664,2025-01-15,CUST01665,,north,Home & Kitchen,Vacuum Cleaner,4,181.17,0.0,724.68,360.95,363.73
ORD002845,2024-09-13,CUST00874,Returning,west,Home & Kitchen,Cookware Set,2,165.5,0.0,331.0,205.92,125.08
ORD005238,2024-05-11,CUST01775,Returning,East,Electronics,Laptop Stand,3,148.88,0.05,424.31,260.85,163.46
ORD000621,2024-11-02,CUST00415,Returning,WEST,Beauty,Makeup Kit,1,145.25,0.0,145.25,74.47,70.78
ORD001388,2024-08-30,CUST00520,Returning,North,Apparel,Denim Jacket,4,262.14,0.15,891.28,639.24,252.04
ORD003730,2024-10-06,CUST00742,Returning,north,Home & Kitchen,Vacuum Cleaner,1,170.22,0.0,170.22,106.72,63.5
ORD005371,2024-02-07,CUST01353,VIP,CENTRAL,Home & Kitchen,Cookware Set,2,147.46,0.05,280.17,159.26,120.91
ORD000538,2024-11-24,CUST00019,Returning,North,Electronics,Bluetooth Speaker,4,216.88,0.0,867.52,404.71,462.81
ORD004093,2025-03-05,CUST01735,VIP,SOUTH,Electronics,Smartwatch,2,168.39,0.15,286.26,214.05,72.21
ORD000376,2025-01-02,CUST01271,Returning,North ,Electronics,Wireless Earbuds,2,94.26,0.0,188.52,96.64,91.88
ORD002495,2024-01-14,CUST01303,Returning,EAST,Electronics,Laptop Stand,2,158.21,0.0,316.42,200.52,115.9
ORD001051,2024-03-15,CUST01667,Returning,West,Home & Kitchen,Air Fryer,1,48.21,0.0,48.21,28.84,19.37
ORD004925,2024-11-22,CUST01756,VIP,East,Beauty,Hair Dryer,1,80.95,0.0,80.95,39.3,41.65
ORD004487,2024-06-17,CUST00124,New,West,Electronics,Smartwatch,2,167.59,0.1,301.66,180.75,120.91
ORD004668,2024-11-28,CUST01008,VIP,SOUTH,Beauty,Shampoo Set,2,103.1,0.0,206.2,109.18,97.02
ORD001172,2024-03-24,CUST00105,New,Central,Home & Kitchen,Cookware Set,2,151.38,0.1,272.48,152.19,120.29
ORD002353,2025-03-20,CUST00212,VIP,Central,Apparel,T-Shirt Pack,1,61.83,0.0,61.83,33.76,28.07
ORD001498,2024-02-10,CUST00056,Returning,north,Sports & Outdoors,Dumbbell Set,1,77.75,0.05,73.86,43.02,30.84
ORD002686,2024-10-03,CUST00599,Returning,EAST,Apparel,Winter Coat,1,211.18,0.1,190.06,121.76,68.3
ORD000529,2024-05-17,CUST00969,Returning,NORTH,Beauty,Shampoo Set,1,122.3,0.0,122.3,74.54,47.76
ORD004199,2024-01-07,CUST00819,Returning,south,Home & Kitchen,Air Fryer,1,47.14,0.0,47.14,28.0,19.14
ORD000921,2024-06-02,CUST01677,New,North,Beauty,Shampoo Set,1,108.72,0.05,103.28,56.09,47.19
ORD005939,2024-07-28,CUST00233,Returning,Central,Beauty,Perfume,1,77.88,0.0,77.88,40.22,37.66
ORD004209,2024-02-08,CUST00449,VIP,WEST,Home & Kitchen,Air Fryer,1,44.83,0.0,44.83,22.28,22.55
ORD002807,2025-10-24,CUST00750,VIP,EAST,Sports & Outdoors,Yoga Mat,2,145.76,0.0,291.52,187.08,104.44
ORD002356,2024-01-25,CUST00730,VIP,EAST,Sports & Outdoors,Bike Helmet,1,88.04,0.0,88.04,46.66,41.38
ORD005943,2025-11-17,CUST01246,Returning,north,Sports & Outdoors,Yoga Mat,1,151.3,0.0,151.3,70.54,80.76
ORD001910,2025-11-18,CUST01422,New,SOUTH,Sports & Outdoors,Dumbbell Set,1,84.56,0.0,84.56,50.4,34.16
ORD003702,2025-03-22,CUST00327,New,central,Home & Kitchen,Cookware Set,2,155.78,0.0,311.56,156.48,155.08
ORD002288,2024-04-23,CUST00319,Returning,WEST,Beauty,Hair Dryer,2,89.4,0.2,143.04,92.09,50.95
ORD003597,2025-05-08,CUST01113,New,SOUTH,Home & Kitchen,Blender,1,232.04,0.0,232.04,126.32,105.72
ORD004355,2024-09-07,CUST01579,Returning,NORTH,Home & Kitchen,Air Fryer,1,50.31,,50.31,26.02,24.29
ORD003352,2025-11-28,CUST01445,New,south,Apparel,Winter Coat,1,222.2,0.05,211.09,127.49,83.6
ORD003770,2024-10-27,CUST01505,Returning,East,Home & Kitchen,Coffee Maker,1,21.47,0.0,21.47,13.9,7.57
ORD001379,2024-05-05,CUST01519,Returning,West,Home & Kitchen,Cookware Set,2,167.95,0.0,335.9,178.38,157.52
ORD003880,2024-11-03,CUST00320,Returning,CENTRAL,Electronics,Smartwatch,2,185.87,0.0,371.74,207.07,164.67
ORD001673,2024-10-15,CUST01722,New,south,Apparel,T-Shirt Pack,2,60.32,0.1,108.58,65.98,42.6
ORD002976,2024-03-01,CUST00659,Returning,NORTH,Electronics,Smartwatch,1,202.41,,182.17,112.4,69.77
ORD003459,2025-02-21,CUST01636,Returning,South,Beauty,Face Serum,2,52.73,0.0,105.46,63.48,41.98
ORD005611,2024-05-31,CUST00748,New,East,Apparel,Winter Coat,1,211.54,0.0,211.54,107.08,104.46
ORD003766,2024-10-21,CUST01768,VIP,central,Sports & Outdoors,Yoga Mat,2,141.99,0.0,283.98,159.39,124.59
ORD001949,2024-10-09,CUST00851,Returning,CENTRAL,Electronics,Smartwatch,2,190.56,0.0,381.12,199.99,181.13
ORD002147,2024-08-09,CUST00811,VIP,EAST,Electronics,Bluetooth Speaker,1,235.23,0.0,235.23,138.87,96.36
ORD004552,2024-09-04,CUST01701,New,north,Apparel,Running Shoes,1,13.61,0.1,12.25,7.59,4.66
ORD002233,2024-03-31,CUST00284,Returning,east,Apparel,Yoga Pants,1,48.28,0.0,48.28,28.5,19.78
ORD002447,2024-02-25,CUST01043,Returning,East,Sports & Outdoors,Water Bottle,1,124.03,0.05,117.83,71.96,45.87
ORD005947,2024-04-30,CUST00888,New,CENTRAL,Home & Kitchen,Coffee Maker,1,20.63,0.0,20.63,13.02,7.61
ORD003607,2025-08-07,CUST01558,Returning,East,Home & Kitchen,Cookware Set,1,155.73,0.0,155.73,76.57,79.16
ORD001960,2025-08-09,CUST00145,Returning,CENTRAL,Sports & Outdoors,Water Bottle,1,126.41,0.05,120.09,75.11,44.98
ORD004464,2025-03-23,CUST00041,New,NORTH,Apparel,Denim Jacket,3,230.07,0.0,690.21,313.73,376.48
ORD004810,2024-05-28,CUST01622,New,WEST,Electronics,Power Bank,1,43.74,0.1,39.37,27.88,11.49
ORD003914,2024-05-24,CUST00494,Returning,east,Apparel,Running Shoes,2,13.15,0.0,26.3,17.08,9.22
ORD001153,2024-04-25,CUST00154,New,South,Sports & Outdoors,Camping Tent,1,39.18,0.1,35.26,23.18,12.08
ORD000803,2025-03-13,CUST00713,Returning,North ,Home & Kitchen,Air Fryer,1,42.22,0.0,42.22,24.47,17.75
ORD000230,2024-03-30,CUST00076,Returning,west,Apparel,T-Shirt Pack,1,64.74,0.0,64.74,38.76,25.98
ORD001415,2024-01-09,CUST01705,Returning,south,Apparel,Running Shoes,1,13.44,0.05,12.77,7.2,5.57
ORD004398,2025-01-21,CUST01382,New,North ,Electronics,Wireless Earbuds,1,99.3,0.0,99.3,53.43,45.87
ORD001130,2024-12-24,CUST00030,Returning,West,Home & Kitchen,Coffee Maker,1,22.81,0.0,22.81,11.85,10.96
ORD005922,2024-01-17,CUST01495,Returning,north,Electronics,Laptop Stand,1,165.02,0.0,165.02,89.04,75.98
ORD003528,2024-06-12,CUST01657,New,North ,Home & Kitchen,Cookware Set,1,154.53,0.0,154.53,93.88,60.65
ORD005916,2024-02-03,CUST01543,Returning,West,Home & Kitchen,Coffee Maker,1,20.05,0.0,20.05,11.67,8.38
ORD000277,2024-12-27,CUST01114,,NORTH,Electronics,Wireless Earbuds,1,101.05,0.05,96.0,57.16,38.84
ORD002127,2024-12-30,CUST00434,Returning,central,Sports & Outdoors,Yoga Mat,2,166.56,0.1,299.81,160.42,139.39
ORD000120,2025-11-11,CUST01251,Returning,WEST,Sports & Outdoors,Water Bottle,1,108.09,0.1,97.28,56.68,40.6
ORD000325,2024-05-22,CUST00465,New,SOUTH,Apparel,Yoga Pants,1,51.11,0.0,51.11,26.02,25.09
ORD003315,2024-04-22,CUST01357,New,West,Beauty,Face Serum,1,52.18,0.1,46.96,32.3,14.66
ORD000928,2024-12-17,CUST01149,VIP,North,Apparel,Winter Coat,2,196.27,0.0,392.54,240.89,151.65
ORD000156,2025-06-07,CUST01799,VIP,west,Electronics,Laptop Stand,1,153.69,0.0,153.69,69.24,84.45
ORD003220,2024-02-22,CUST01494,New,SOUTH,Electronics,Power Bank,1,42.26,0.0,42.26,20.53,21.73
ORD005792,2024-11-22,CUST01108,Returning,west,Home & Kitchen,Cookware Set,2,148.47,0.0,296.94,167.84,129.1
ORD001414,2024-03-04,CUST00650,Returning,South,Electronics,Wireless Earbuds,3,103.28,0.0,309.84,185.57,124.27
